brianpid,season,position,age,team,unitid,college,franname,wt,ht,birthdate,drafted_team,draft_round,draft_pkoverall,nfldraftyear,suppdraft,undrafted,nfldraft,birthday,transfercollege,drafted_fran,major_award,all_american,combineonly,combinepart,race,divfbs,bcsschool,birthcity,birthstate,captain,g,gs,av,law,lgeaction,tmaction,alcohol,drugs,driving,harm_othr,domestic,weapon,othr_crm,chrg_drop,guilty,acquit,probn,jail,susp_s,fine,other_punish,plea,divprog,team_suspend,team_boot,team_fine,nfl_suspend,nfl_boot,nfl_fine,nfl_counsel,intincident,finalsusp,indefinite,finalfinegame,finalfineextra,cutfromteam,otherdocking,lgepunished,teampunished,directtolge,directtoteam,directtoplayer,directtofans,directtoref,directtocoach,directtomedia,directtosociety,perscond,subabuse,pedpolicy,cdtt,cdtl,fieldfight,fieldhit,fieldnonv,fieldunsport,uniformequp,leaguerules,undisclosed,contract,fieldmis,oncond,playerappealed,appealsuccess,yrs,nflexp,probowl,apcomepoy,apdefpoy,apdefroy,apmvp,apoffpoy,apoffroy,bertbell,pfwacomepoy,pfwamvp,sbmvp,wpmoy,seasontotalaward,cpi_urban,deflator,real_basesal,real_signbonus,real_totbon,real_totsal,real_capvalue,fips,winpct,fbplay,sbchamp,msa_pop,real_msainc,oid,owner,owner_fnd,single,partner,corp,sportent,govt,lgecontrol,familyowned,gen2,gen3,winpctlag1
ClayKe99,2010,lb,23,Philadelphia Eagles,207500,Oklahoma,Philadelphia Eagles,220,6-2,6/19/1987,Philadelphia Eagles,4,121,2010,0,0,1,19jun1987,,Philadelphia Eagles,0,0,0,1,2,1,1,Sulphur Springs,TX,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,218.056,.88958877,0,0,0,0,0,37980,.625,1,0,5971589,314424000512,LuriJe0,Jeffrey Lurie,1994,1,0,0,0,0,0,0,0,0,.68800002
ClayMa01,2005,WR,23,Baltimore Ravens,207500,Oklahoma,Baltimore Ravens,193,5-10,7/2/1982,Baltimore Ravens,1,22,2005,0,0,1,02jul1982,,Baltimore Ravens,0,2,0,1,2,1,1,Oklahoma City,OK,0,14,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,195.3,.79675263,0,0,0,0,0,12580,.375,0,0,2644231,139884150784,BiscSt0,Steve Bisciotti,2004,1,0,0,0,0,0,0,0,0,.56300002
ClayMi00,2004,WR,22,Tampa Bay Buccaneers,159391,Louisiana State,Tampa Bay Buccaneers,197,6-4,10/13/1982,Tampa Bay Buccaneers,1,15,2004,0,0,1,13oct1982,,Tampa Bay Buccaneers,0,1,0,1,2,1,1,Baton Rouge,LA,0,16,13,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,188.89999,.77064294,0,0,0,0,0,45300,.31299999,0,0,2587771,110121902080,GlazMa0,Malcolm Glazer,1995,1,0,0,0,0,0,0,0,0,.43799999
ClayMi01,2013,ILB,,,209551,Oregon,Miami Dolphins,,,8/30/1991,,,,2013,,,,,,,,,,,2,1,1,Santa Clara,CA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,700.77277,0,0,700.77277,700.77277,33100,.5,0,0,5861337,278238232576,RossSt0,Stephen Ross,2008,1,0,0,0,0,0,0,0,0,.43799999
ClayZa00,2011,DT,23,Tennessee Titans,100858,Auburn,Tennessee Titans,299,6-2,1/1/1988,Tennessee Titans,7,212,2011,0,0,1,01jan1988,,Tennessee Titans,0,0,0,0,1,1,1,Champaign,IL,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,408644.13,0,0,408644.13,408644.13,34980,.56300002,0,0,1617142,74241605632,AdamBu0,Bud Adams,1960,1,0,0,0,0,0,0,0,0,.375
CleaCa00,2015,T,,,228723,Texas AM,Pittsburgh Steelers,,,2/25/1993,,,,2015,,,0,,,,,,1,1,2,1,1,Memphis ,TN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,38689.984,1722.9562,0,40412.941,40412.941,38300,.625,1,0,2353045,123514667008,RoonDa0,Dan Rooney,1988,1,0,0,0,0,0,1,1,0,.68800002
CleaEm01,2013,RT,,,164924,Boston College,Indianapolis Colts,,,4/27/1990,,,,2013,,,0,,,,,,1,1,1,1,1,Tokyo ,Japan,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,232.957,.95037943,7014.0405,0,0,7014.0405,7014.0405,26900,.68800002,1,0,1953277,92758810624,IrsaJa0,Jim Irsay,1997,1,0,0,0,0,0,0,1,0,.68800002
CleeCa00,1998,TE,23,New Orleans Saints,236948,Washington,New Orleans Saints,272,6-5,8/15/1975,New Orleans Saints,2,40,1998,0,0,1,15aug1975,,New Orleans Saints,0,0,0,,1,1,1,Sedro Wooley ,WA,0,16,16,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,163,.66498041,0,0,0,0,0,35380,.375,0,0,1314450,49916284928,BensTo0,Tom Benson,1985,1,0,0,0,0,0,0,0,0,.375
ClemAn20,1998,OL,22,Arizona Cardinals,160658,Louisiana Lafeyette,Arizona Cardinals,333,6-8,4/10/1976,Arizona Cardinals,2,36,1998,0,0,1,10apr1976,,Arizona Cardinals,0,0,0,,2,1,0,Lafayette,LA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,163,.66498041,0,0,0,0,0,38060,.56300002,0,0,3074532,120191909888,BidwBi0,Bill Bidwill,1962,1,0,0,0,0,0,0,1,0,.25
ClemCh00,2017,DT,23,Houston Texans,145637,Illinois,Houston Texans,295,6-2,12/3/1994,,,,2017,0,1,0,03dec1994,,,,,1,1,2,1,1,Dayton,OH,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,213071,0,0,213071,213071,26420,.25,0,0,,,McNaBo0,Robert C. McNair,2002,1,0,0,0,0,0,0,0,0,.56300002
ClemCh21,1997,QB,24,NY Jets,225511,Houston,New York Jets,214,6-3,9/29/1973,NY Jets,6,191,1997,0,0,1,29sep1973,,New York Jets,0,0,0,,1,1,0,Kingsville ,TX,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,160.5,.65478134,0,0,0,0,0,35620,.56300002,0,0,17835528,924549644288,HessLe0,Leon Hess,1963,1,0,0,0,0,0,0,0,0,.063000001
ClemCh23,2003,LB,,,139959,Georgia,Washington Redskins,,,10/30/1981,,,,2003,,,0,,,,,,1,1,2,1,1,Griffin,GA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,47900,.31200001,0,0,5079312,301860651008,SnydDa0,Dan Snyder,1999,1,0,0,0,0,0,0,0,0,.43799999
ClemCh97,2009,fs,24,Miami Dolphins,217882,Clemson,Miami Dolphins,210,6-1,9/15/1985,Miami Dolphins,5,165,2009,0,0,1,15sep1985,,Miami Dolphins,0,0,0,1,2,1,1,Bradenton,FL,0,11,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,214.537,.87523258,0,0,0,0,0,33100,.43799999,0,0,5504624,254602477568,RossSt0,Stephen Ross,2008,1,0,0,0,0,0,0,0,0,.68800002
ClemCo00,2017,RB,23,Philadelphia Eagles,240444,Wisconsin,Philadelphia Eagles,220,,11/2/1994,,,,2017,0,1,0,02nov1994,,,,,1,1,2,1,1,Glassboro,NJ,0,16,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,245.12,1,465000,3333,0,433333,468333,37980,.81300002,1,0,,,LuriJe0,Jeffrey Lurie,1994,1,0,0,0,0,0,0,0,0,.43799999
ClemKe00,2006,QB,23,NY Jets,209551,Oregon,New York Jets,224,6-2,6/6/1983,NY Jets,2,49,2006,0,0,1,06jun1983,,New York Jets,0,0,0,1,1,1,1,Burns,OR,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,201.60001,.82245433,0,0,0,0,0,35620,.625,1,0,18538752,1146032881664,JohnWo0,Robert Wood Johnson IV,2000,1,0,0,0,0,0,0,0,0,.25
ClemNa99,2001,RCB,22,Buffalo Bills,204796,Ohio State,Buffalo Bills,209,6-0,12/12/1979,Buffalo Bills,1,21,2001,0,0,1,12dec1979,,Buffalo Bills,0,0,0,1,2,1,1,Shaker Heights,OH,0,16,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,177.10001,.7225033,0,0,0,0,0,15380,.18799999,0,0,1165067,44861046784,WilsRa1,Ralph Wilson,1960,1,0,0,0,0,0,0,0,0,.5
ClemT.00,2015,RT,24,Minnesota Vikings,215293,Pittsburgh,Minnesota Vikings,307,6-5,11/18/1991,Minnesota Vikings,4,110,2015,0,0,1,18nov1991,,Minnesota Vikings,,,0,1,2,1,1,Mount Vernon,NY,0,16,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,449871.53,135724.69,0,42694.359,585596.19,33460,.68800002,1,0,3524583,201017344000,WilfZy0,Zygi Wilf,2005,1,0,0,0,0,0,0,0,0,.43799999
ClemTo00,2012,WR,24,Jacksonville Jaguars,126614,Colorado,Jacksonville Jaguars,210,6-2,10/11/1988,Pittsburgh Steelers,7,231,2012,0,0,1,11oct1988,,Pittsburgh Steelers,0,0,0,0,2,1,1,Pittsburgh,PA,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,429671.59,0,0,429671.59,91368.305,27260,.125,0,0,1379209,61165760512,KhanSh0,Shahid Khan,2012,1,0,0,0,0,0,0,0,0,.31299999
ClevAs00,2014,TE,22,San Francisco 49ers,135726,Miami,San Francisco 49ers,260,6-5,3/21/1992,,,,2014,0,1,0,21mar1992,,,,,,,2,1,1,Sacramento,CA,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,532209.56,2760.4165,0,534969.94,227999.42,41860,.5,0,0,4595980,354713567232,YorkJe0,Jed York,2009,1,0,0,0,0,0,0,1,0,.75
ClieRe00,2015,OLB,,Houston Texans,137351,South Florida,Houston Texans,,,4/29/1992,Houston Texans,6,211,2015,,,1,,,,,,0,0,2,1,0,Thomasville,GA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,328871.59,23394.354,0,258685.44,352265.94,26420,.56300002,1,0,6656947,374145417216,McNaBo0,Robert C. McNair,2002,1,0,0,0,0,0,0,0,0,.56300002
ClifCh20,2000,lt,24,Green Bay Packers,221759,Tennessee,Green Bay Packers,330,6-5,6/26/1976,Green Bay Packers,2,44,2000,0,0,1,26jun1976,,Green Bay Packers,0,0,0,1,1,1,1,Martin,TN,0,13,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,172.2,.70251304,0,0,0,0,0,24580,.56300002,0,0,283282,11846802432,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.5
ClinHa00,2014,FS,22,Green Bay Packers,100751,Alabama,Green Bay Packers,208,6-1,12/21/1992,Green Bay Packers,1,21,2014,0,0,1,21dec1992,,Green Bay Packers,0,1,0,1,2,1,1,Orlando,FL,0,16,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,434874.31,1134909.1,0,-6257920,1569783.4,24580,.75,1,0,314498,14491267072,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.53100002
ClouMi00,1999,RB,24,Kansas City Chiefs,164924,Boston College,Kansas City Chiefs,205,5-10,7/1/1975,Kansas City Chiefs,2,54,1999,0,0,1,01jul1975,,Kansas City Chiefs,0,0,0,,2,1,1,Charleston,SC,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,28140,.56300002,0,0,1821337,81093959680,HuntLa0,Lamar Hunt,1960,1,0,0,0,0,0,0,0,0,.43799999
ClowDa00,2007,WR,,Green Bay Packers,233921,Virginia Tech,New York Jets,,,7/7/1985,Green Bay Packers,5,157,2007,,,1,,,,0,0,0,1,2,1,1,Queens,NY,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,207.342,.84587955,0,0,0,0,0,35620,.25,0,0,18572325,1196993806336,JohnWo0,Robert Wood Johnson IV,2000,1,0,0,0,0,0,0,0,0,.625
ClowJa00,2014,lb,21,Houston Texans,218663,South Carolina,Houston Texans,266,6-5,2/14/1993,Houston Texans,1,1,2014,0,0,1,14feb1993,,Houston Texans,0,1,0,1,2,1,1,Rock Hill,SC,0,4,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,434874.31,3758179.8,0,-18868742,4193054,26420,.56300002,0,0,6497864,361020620800,McNaBo0,Robert C. McNair,2002,1,0,0,0,0,0,0,0,0,.125
CoadRi21,1999,S,23,St. Louis Rams,228723,Texas AM,Los Angeles Rams,210,6-1,1/26/1976,St. Louis Rams,3,68,1999,0,0,1,26jan1976,,Los Angeles Rams,0,0,0,,1,1,1,Dallas,TX,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,166.60001,.67966712,0,0,0,0,0,41180,.81300002,1,0,2689480,118187827200,FronGe0,Georgia Frontiere,1979,1,0,0,0,0,0,0,0,0,.25
CoakDe00,1997,RLB,25,Dallas Cowboys,197869,Appalachian State,Dallas Cowboys,236,5-10,10/20/1972,Dallas Cowboys,3,65,1997,0,0,1,20oct1972,,Dallas Cowboys,0,0,0,,2,0,0,Charleston,SC,0,16,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,160.5,.65478134,0,0,0,0,0,19100,.375,0,0,4770420,206134558720,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.625
CoalDa00,2012,WR,,Dallas Cowboys,233921,Virginia Tech,Dallas Cowboys,,,6/27/1988,Dallas Cowboys,5,152,2012,,,1,,,,0,0,0,1,1,1,1,Lexington,VA,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,0,0,0,0,0,0,0,0,0,0,0,0,229.59399,.93665957,50726.008,0,0,50726.008,50726.008,19100,.5,0,0,6709559,331525357568,JoneJe0,Jerry Jones,1989,1,0,0,0,0,0,0,0,0,.5
CoatDa00,2007,te,23,Cincinnati Bengals,230038,Brigham Young,Cincinnati Bengals,257,6-3,4/16/1984,,,,2007,0,1,0,16apr1984,,,,,1,1,2,1,0,Layton,UT,0,15,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,207.342,.84587955,0,0,0,0,0,17140,.43799999,0,0,2099851,96849231872,BrowMi0,Mike Brown,1991,1,0,0,0,0,0,0,1,0,.5
CoatSa00,2015,WR,22,Pittsburgh Steelers,100858,Auburn,Pittsburgh Steelers,213,6-2,3/31/1993,Pittsburgh Steelers,3,87,2015,0,0,1,31mar1993,,Pittsburgh Steelers,,,0,1,2,1,1,Jackson,AL,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,449871.53,163275.44,0,-39957.898,613146.94,38300,.625,1,0,2353045,123514667008,RoonDa0,Dan Rooney,1988,1,0,0,0,0,0,1,1,0,.68800002
CoatSh20,2003,LB,25,Cleveland Browns II,157951,Western Kentucky,Cleveland Browns,225,6-2,12/22/1978,,,,2003,0,1,0,22dec1978,,,,,,,2,0,0,Boynton Beach,FL,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,17460,.31200001,0,0,2131150,95027249152,LernRa0,Randy Lerner,2002,1,0,0,0,0,0,0,1,0,.56199998
CobbCe00,2004,RB,23,New England Patriots,106397,Arkansas,New England Patriots,225,6-1,1/9/1981,New England Patriots,4,128,2004,0,0,1,09jan1981,,New England Patriots,0,0,0,1,2,1,1,Little Rock ,AR,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,188.89999,.77064294,0,0,0,0,0,14460,.875,1,1,4424956,263976992768,KrafRo0,Robert Kraft,1994,1,0,0,0,0,0,0,0,0,.875
CobbDa00,2015,rb,22,Tennessee Titans,174066,Minnesota,Tennessee Titans,229,5-11,6/3/1993,Tennessee Titans,5,138,2015,0,0,1,03jun1993,,Tennessee Titans,,,0,1,2,1,1,Killeen,TX,0,7,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,237.017,.96694273,449871.53,63516.688,0,259321.45,513388.22,34980,.18799999,0,0,1830345,95848570880,StruAm0,Amy Adams Strunk,2014,1,0,0,0,0,0,0,1,0,.125
CobbDe00,2005,RB,24,Atlanta Falcons,171100,Michigan State,Atlanta Falcons,196,5-10,5/18/1981,Atlanta Falcons,6,201,2005,0,0,1,18may1981,,Atlanta Falcons,0,0,0,1,2,1,1,Las Vegas,NV,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,195.3,.79675263,0,0,0,0,0,12060,.5,0,0,4753945,224843907072,BlanAr0,Arthur Blank,2002,1,0,0,0,0,0,0,0,0,.68800002
CobbLy20,1997,LB,23,Arizona Cardinals,152080,Notre Dame,Arizona Cardinals,240,5-11,9/17/1974,,,,1997,0,1,0,17sep1974,,,,,,,2,1,1,Kansas City,KS,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,0,0,0,0,0,0,0,0,0,0,0,0,160.5,.65478134,0,0,0,0,0,38060,.25,0,0,2963714,110257258496,BidwBi0,Bill Bidwill,1962,1,0,0,0,0,0,0,1,0,.43799999
CobbRa00,2011,WR,21,Green Bay Packers,157085,Kentucky,Green Bay Packers,191,5-10,8/22/1990,Green Bay Packers,2,64,2011,0,0,1,22aug1990,,Green Bay Packers,0,1,0,1,2,1,1,Maryville,TN,0,15,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,224.939,.91766888,408644.13,227239.92,0,635884.06,635884.06,24580,.93800002,1,0,309469,13167639552,packers-inc-100,Green Bay Packers Inc,1923,0,0,0,0,1,0,0,0,0,.625
CobbTe00,2014,RB,,,156541,Cumberland College,Jacksonville Jaguars,,,4/18/1990,,,,2014,,,,,1,,,,,,2,0,0,Knoxville,TN,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0,236.73599,.96579629,0,1207.2939,0,1207.2939,1207.2939,27260,.18799999,0,0,1421004,62916689920,KhanSh0,Shahid Khan,2012,1,0,0,0,0,0,0,0,0,.25
CoboAv00,2003,RB,24,Detroit Lions,238032,West Virginia,Detroit Lions,205,5-8,3/6/1979,,,,2003,0,1,0,06mar1979,,,,,1,1,2,1,1,Camden,NJ,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,0,0,0,0,0,0,0,0,0,0,0,0,184,.75065273,0,0,0,0,0,19820,.31200001,0,0,4453371,212685717504,FordWi0,"William Clay Ford, Sr.",1961,1,0,0,0,0,0,0,0,0,.18799999
